"Title","Year","IMDb","Rotten.Tomatoes","Runtime"
"Sweetheart",2019,5.7,0.94,82
"Raees",2017,6.8,0.67,143
"The Rover",2014,6.4,0.66,103
"The Other Side of the Wind",2018,6.8,0.83,122
"The Legend of 420",2017,6.7,1,87
"Let It Fall: Los Angeles 1982-1992",2017,7.7,1,144
"Manto",2018,7.4,0.71,112
"Rainbow",2015,8,0.73,106
"Walking Out",2017,5.8,0.9,95
"Holy Hell",2016,7.1,0.75,100
"After",2019,5.4,0.17,105
"Jersey Boys",2014,6.8,0.51,134
"Flavors of Youth",2018,6.6,0.8,74
"Nappily Ever After",2018,6.4,0.71,98
"Final Destination 3",2006,5.8,0.43,93
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,6.6,0.41,109
"Elizabeth: The Golden Age",2007,6.8,0.34,114
"37 Seconds",2019,7.3,0.85,115
"A Futile and Stupid Gesture",2018,6.8,0.61,101
"The Green Hornet",2011,5.8,0.44,119
"Dear John",2010,6.3,0.29,108
"Heroin(e)",2017,6.8,1,39
"Guzaarish",2010,7.4,0.67,126
"Imperial Dreams",2014,6.8,0.91,87
"Between Two Ferns: The Movie",2019,6.1,0.77,82
"13 Sins",2014,6.3,0.65,93
"Kiss the Girls",1997,6.6,0.29,115
"Newness",2017,6.4,0.69,117
"Mr. Roosevelt",2017,6.2,1,90
"Justin Timberlake + The Tennessee Kids",2016,7.8,1,90
"Battle: Los Angeles",2011,5.7,0.36,116
"Hondros",2018,7.5,1,90
"When We First Met",2018,6.4,0.56,97
"(T)ERROR",2015,6.6,0.91,84
"Trailer Park Boys: The Movie",2006,7.2,0.57,95
"Phantom Boy",2015,6.6,0.88,84
"Survivor's Guide to Prison",2018,7.1,1,102
"Transcendence",2014,6.3,0.2,119
"Jagga Jasoos",2017,6.5,0.9,161
"The Perfect Date",2019,5.8,0.65,89
"A Fortunate Man",2018,7.2,0.8,162
"Let It Snow",2019,5.8,0.81,92
"Middle School: The Worst Years of My Life",2016,6.1,0.63,92
"The Little Hours",2017,5.8,0.78,90
"Aval",2017,6.8,1,137
"The Unknown Known",2013,7,0.82,103
"Kahlil Gibran's The Prophet",2014,7.1,0.65,85
"The Princess Switch",2018,6,0.75,101
"The Blackcoat's Daughter",2017,5.9,0.73,93
"What We Started",2018,7,0.85,94
"Let There Be Light",1946,7.4,0.83,91
"Into the Forest",2016,5.8,0.76,101
"God Knows Where I Am",2016,7.3,0.84,97
"Stuart Little 2",2002,5.4,0.81,77
"The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America",2016,7.5,1,105
"Sand Storm",2016,6.8,0.92,87
"From Paris with Love",2010,6.5,0.38,92
"Luck by Chance",2009,7,0.8,156
"I Am Jane Doe",2017,6.8,0.91,91
"Pee-wee's Big Holiday",2016,6.1,0.8,90
"Promised Land",2012,6.6,0.52,106
"Carrie Pilby",2017,6.6,0.62,98
"Seeing Allred",2018,6.8,1,96
"Goldstone",2016,6.5,0.76,110
"The Signal",2014,6.1,0.61,97
"The Red Sea Diving Resort",2019,6.5,0.3,129
"Self/less",2015,6.5,0.19,117
"The Burial of Kojo",2018,6.4,1,80
"Horse Girl",2020,5.9,0.72,103
"Headshot",2016,6.3,0.72,92
"Joan Didion: The Center Will Not Hold",2017,7.4,0.89,94
"Circle",2015,6,0.6,87
"Chris Rock: Tamborine",2018,6.5,1,64
"The Monster",2016,5.4,0.81,91
"Sergio",2020,6.1,0.44,118
"The C Word",2016,7.6,1,30
"In the Shadow of the Moon",2019,6.2,0.59,115
"Mirror Mirror",2012,5.6,0.5,106
"Hasee Toh Phasee",2014,6.8,0.8,141
"Bhavesh Joshi Superhero",2018,7.6,0.63,154
"Brooklyn's Finest",2009,6.7,0.44,132
"Wakefield",2017,6.3,0.74,106
"Wish I Was Here",2014,6.7,0.46,106
"Lu Over the Wall",2017,6.8,0.76,112
"Man of Tai Chi",2013,6.1,0.7,105
"Comedian",2002,6.9,0.76,82
"Alive and Kicking",2017,6.6,1,94
"The Secret",2006,5.6,0.74,106
"Notes on Blindness",2016,7.1,0.95,90
"The Kissing Booth",2018,6.1,0.17,105
"Horns",2013,6.5,0.41,120
"Emelie",2016,5.4,0.88,82
"Best Worst Thing That Ever Could Have Happened...",2016,7.5,0.95,95
"Go!",2020,5.9,0.78,102
"First Match",2018,6.3,0.82,102
"Grass is Greener",2019,7.2,1,97
"The Short Game",2013,7.4,0.84,99
"Sunday's Illness",2018,6.9,0.94,113
"Ten Years",2015,6.7,1,100
"Chicken Little",2005,5.7,0.37,81
"Kicking and Screaming",1995,6.8,0.57,95
"The Ravenous",2017,5.9,0.88,21
"Animal World",2018,6.5,0.7,30
"Michelle Wolf: Joke Show",2019,7.1,1,59
"Kevin Hart: Let Me Explain",2013,6.8,0.61,75
"Fun with Dick and Jane",2005,6.2,0.28,90
"Seoul Searching",2015,7.1,0.75,105
"The Keeping Hours",2017,6.3,0.8,91
"Kickboxer: Retaliation",2018,5,0.92,110
"Weed the People",2018,7,1,97
"Time Share",2018,6,0.95,96
"Johnny English Reborn",2011,6.3,0.38,101
"Fire in the Blood",2013,7.7,0.9,87
"Dil Dhadakne Do",2015,6.8,0.64,170
"6 Days",2017,6.2,0.63,94
"Morris from America",2016,6.2,0.88,91
"Joshua: Teenager vs. Superpower",2017,7,0.93,79
"Highway",2014,7.7,0.88,133
"Sweet Virginia",2017,6.2,0.78,93
"Chloe",2009,6.3,0.51,96
"Manson Family Vacation",2015,5.8,1,84
"Benji",2018,6.3,0.6,87
"Roll Red Roll",2019,7.1,1,80
"All About Nina",2018,6,0.86,97
"Heartbreakers",2001,6.2,0.53,123
"Mercury 13",2018,6.8,1,78
"Kevin Hart: What Now?",2016,5.9,0.76,96
"Michael Bolton's Big, Sexy Valentine's Day Special",2017,6.7,1,54
"All Day and a Night",2020,5.9,0.53,121
"ARQ",2016,6.4,0.43,88
"Nighthawks",1981,6.4,0.7,99
"Quién te cantará",2018,7,0.9,125
"Romeo Must Die",2000,6.1,0.32,115
"Love Off the Cuff",2017,6.5,1,121
"47 Meters Down",2017,5.6,0.53,89
"Barakah Meets Barakah",2016,6.2,1,88
"Ghost Rider",2007,5.2,0.26,110
"FYRE: The Greatest Party That Never Happened",2019,7.2,0.91,97
"Cardboard Gangsters",2017,6.4,0.94,92
"Sierra Burgess Is a Loser",2018,5.8,0.66,105
"Same Kind of Different as Me",2017,6.6,0.33,119
"Cult of Chucky",2017,5.2,0.78,91
"Tremors 2: Aftershocks",1996,6,0.63,100
"May the Devil Take You",2018,6,0.83,110
"Invader ZIM: Enter the Florpus",2019,7.5,1,71
"Dovlatov",2018,6.4,0.78,126
"Jupiter Ascending",2015,5.3,0.27,127
"The Occupant",2020,6.3,0.5,103
"E-Team",2014,7.1,0.82,88
"Class Rank",2017,6.4,0.86,108
"Wildling",2018,5.5,0.7,92
"Velvet Buzzsaw",2019,5.7,0.62,113
"Win It All",2017,6.2,0.85,88
"Sprinter",2019,6,0.8,114
"Palm Trees in the Snow",2015,7.4,0.86,163
"Nacho Libre",2006,5.7,0.39,92
"Chasing Trane",2017,7.3,0.76,99
"Lady J",2018,6.9,0.83,109
"Voyeur",2017,6.2,0.77,98
"The Breaker Upperers",2018,5.9,0.89,90
"Dinner for Schmucks",2010,5.9,0.41,114
"Mike Birbiglia: My Girlfriend's Boyfriend",2013,8,1,76
"School Daze",1988,6,0.58,121
"The Knight Before Christmas",2019,5.5,0.75,92
"Mitt",2014,6.9,0.83,94
"Terrifier",2016,5.6,0.69,82
"Resident Evil: Afterlife",2010,5.8,0.22,96
"Conor McGregor: Notorious",2017,7.2,0.5,90
"Khoobsurat",2014,6.4,0.8,130
"Game Over",2019,7.1,0.55,96
"The Ballad of Lefty Brown",2017,6.3,0.78,111
"The Untold Tales of Armistead Maupin",2017,7.6,0.91,90
"The Space Between Us",2017,6.4,0.16,120
"Karthik Calling Karthik",2010,7,0.8,135
"Ginger & Rosa",2012,6.3,0.78,90
"White Girl",2016,5.7,0.72,88
"The Time Machine",2002,6,0.29,96
"Ellen DeGeneres: Relatable",2018,6.5,0.92,68
"Kabhi Alvida Naa Kehna",2006,6.1,0.58,193
"The Drug King",2018,6.1,0.8,139
"Long Time Running",2017,7.8,0.86,97
"Maps to the Stars",2014,6.2,0.61,111
"Lovesong",2017,6.3,0.83,84
"Looney Tunes: Back in Action",2003,5.7,0.56,93
"Homecoming: A Film by Beyoncé",2019,7.4,0.98,137
"A Christmas Prince",2017,5.7,0.73,92
"Occupation",2018,5.1,0.5,119
"Marc Maron: Too Real",2017,7.2,0.8,70
"Steal a Pencil for Me",2007,7.5,0.95,94
"Faith, Hope & Love",2019,6.1,0.8,106
"The Bling Ring",2013,5.6,0.59,90
"Pokémon the Movie: The Power of Us",2018,6.3,0.71,100
"Chronicle of an Escape",2006,7.2,0.67,103
"The Tourist",2010,6,0.2,103
"God of War",2017,6.4,0.8,
"Menashe",2017,6.5,0.96,82
"Lez Bomb",2018,5,0.89,90
"National Bird",2016,7.1,1,92
"System Crasher",2019,7.9,0.92,125
"What a Girl Wants",2003,5.8,0.35,105
"Candy Jar",2018,5.8,0.71,92
"He Named Me Malala",2015,6.9,0.72,88
"Te3n",2016,7.3,1,136
"Race to Witch Mountain",2009,5.7,0.42,98
"A Gray State",2017,6.2,1,93
"The Land of Steady Habits",2018,6.2,0.84,98
"A Night at the Roxbury",1998,6.3,0.11,82
"My Big Night",2015,6,0.9,100
"Song for Marion",2012,7,0.65,90
"The Discovery",2017,6.3,0.46,102
"The Laundromat",2019,6.3,0.42,95
"Lifechanger",2018,5.4,0.86,84
"Would You Rather",2012,5.7,0.59,93
"Una",2017,6.2,0.76,94
"Bethany Hamilton: Unstoppable",2019,7.3,0.71,100
"Alone in Berlin",2016,6.5,0.57,103
"Dhobi Ghat",2010,7,0.68,100
"Burning Sands",2017,6.1,0.86,96
"The Great Hack",2019,7,0.83,114
"We Are Your Friends",2015,6.2,0.38,96
"Barry",2016,5.8,0.8,30
"The Rugrats Movie",1998,5.9,0.59,79
"Bill Nye: Science Guy",2017,6.1,1,101
"Hit & Run",2012,6.1,0.48,100
"Kabir Singh",2019,7.1,0.25,173
"The Most Unknown",2018,6.6,0.91,92
"Mean Dreams",2016,6.3,0.78,108
"Ali Wong: Hard Knock Wife",2018,7.4,1,64
"Trophy",2016,7.3,0.98,108
"Dream Big: Engineering Our World",2017,6.4,1,42
"Toilet - Ek Prem Katha",2017,7.2,0.43,155
"Pope Francis: A Man of His Word",2018,6.1,0.83,96
"68 Kill",2018,6,0.7,93
"Head On",1998,6.5,0.63,104
"14 Blades",2010,6.3,0.69,114
"Live Twice, Love Once",2019,7.2,0.5,101
"Triple Threat",2019,5.5,0.68,96
"Earth to Echo",2014,5.8,0.51,91
"Buster's Mal Heart",2017,6.1,0.7,96
"1000 Rupee Note",2016,7.3,0.8,89
"40 Days and 40 Nights",2002,5.6,0.39,96
"Hannibal Buress: Comedy Camisado",2016,6.6,1,83
"Tokyo Idols",2017,6.8,0.89,90
"Bhool Bhulaiyaa",2007,7.3,0.2,159
"John Mulaney & The Sack Lunch Bunch",2019,7.5,1,70
"Eli",2019,5.7,0.48,53
"City of Joy",2016,7.3,1,132
"Beyond Skyline",2017,5.3,0.63,106
"Ninja Assassin",2009,6.3,0.25,99
"As Above, So Below",2014,6.2,0.26,93
"The Oath",2016,6.4,0.75,60
"The Cloverfield Paradox",2018,5.5,0.16,102
"Concussion",2013,5.6,0.75,123
"Little Monsters",1989,6.1,0.5,93
"The Core",2003,5.5,0.4,135
"2 States",2014,6.9,0.44,149
"The Rum Diary",2011,6.2,0.51,119
"Being AP",2015,6.5,1,103
"6 Balloons",2018,5.8,0.86,74
"Q Ball",2019,6.8,0.9,96
"Knock Down the House",2019,6.9,1,87
"Soorma",2018,7.4,0.5,131
"EMO the Musical",2017,6.1,0.75,94
"Abducted in Plain Sight",2017,6.8,1,91
"Secret in Their Eyes",2015,6.3,0.39,111
"Bon Cop Bad Cop 2",2017,6.6,0.71,126
"Sólo con tu pareja",1992,6.9,0.67,94
"Rustom",2016,7.1,0.33,148
"The Debt Collector",2018,5.7,0.8,95
"Been So Long",2018,5.4,1,100
"Rampant",2018,6.3,0.62,121
"Automata",2014,6.1,0.3,109
"A Little Chaos",2015,6.5,0.48,112
"Don't Be Afraid of the Dark",2010,5.6,0.6,99
"Paheli",2005,6.5,0.57,140
"The Lonely Island Presents: The Unauthorized Bash Brothers Experience",2019,7,1,30
"Someone Great",2019,6.2,0.83,92
"The 4th Company",2016,6.2,1,109
"Amanda Knox",2016,6.9,0.87,92
"My Suicide",2009,7.2,0.57,107
"Anon",2018,6.1,0.39,100
"Brain on Fire",2017,6.6,0.13,88
"Gurgaon",2017,6.6,0.71,107
"A Bad Moms Christmas",2017,5.6,0.31,104
"Scary Movie 2",2001,5.3,0.15,83
"Failure to Launch",2006,5.6,0.24,97
"The Golem",2018,5.6,0.85,95
"David Brent: Life on the Road",2016,6.3,0.58,96
"Atlantics",2019,6.7,0.95,106
"Lost Girls",2020,6.1,0.73,95
"Lost in London",2017,6.2,0.75,103
"The Force",2017,6.7,0.9,
"Jonathan",2018,5.9,0.65,95
"Chennai Express",2013,6,0.47,141
"To the Bone",2017,6.8,0.73,107
"Kabali",2016,6.2,0.64,153
"Popeye",1980,5.3,0.59,114
"Get Santa",2014,6.2,0.79,102
"Like Father",2018,6.1,0.49,98
"War Machine",2017,6,0.48,122
"Deidra & Laney Rob a Train",2017,6.1,0.91,92
"Here Alone",2016,5.6,0.5,98
"Falling Inn Love",2019,5.6,0.61,98
"The Bounty Hunter",2010,5.6,0.12,110
"Feminists: What Were They Thinking?",2018,6.9,0.8,86
"Guess Who",2005,5.9,0.42,105
"Nobody Speak: Trials of the Free Press",2017,6.5,0.91,95
"The Polka King",2017,5.9,0.67,95
"Initial D",2005,6.4,0.33,107
"7:19",2016,6,1,94
"Happy Anniversary",2018,5.7,0.83,78
"Ultras",2020,6,0.6,108
"Valentine's Day",2010,5.7,0.18,125
"The Lovers",2017,6,0.84,122
"Pari",2018,6.6,0.45,136
"Sleepless",2017,5.6,0.25,95
"How to Be a Latin Lover",2017,5.9,0.39,115
"Detour",2017,6.2,0.65,97
"Ghosts of Girlfriends Past",2009,5.8,0.27,115
"War on Everyone",2016,5.8,0.61,98
"Juanita",2019,5.9,0.77,90
"Equals",2015,6.1,0.35,101
"The Last Days of Chez Nous",1992,6.6,0.85,93
"The Bleeding Edge",2018,7.7,1,99
"S Is for Stanley",2016,7,0.8,78
"Hot Girls Wanted",2015,6.1,0.82,84
"Susanne Bartsch: On Top",2017,6.6,1,86
"Restless Creature: Wendy Whelan",2017,7.1,1,90
"Clive Davis: The Soundtrack of Our Lives",2017,7.4,0.8,123
"Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese",2019,7.7,0.92,142
"Goosebumps 2: Haunted Halloween",2018,5.6,0.48,90
"National Parks Adventures",2016,7,1,43
"Sand Castle",2017,6.3,0.44,113
"In the Tall Grass",2019,5.4,0.36,101
"Kevin Hart: Irresponsible",2019,6.4,1,60
"The B-Side: Elsa Dorfman's Portrait Photography",2017,6.6,0.97,76
"The Bad Education Movie",2015,5.7,0.63,90
"Beyond the Clouds",2018,6.9,0.58,110
"Below Her Mouth",2016,5.5,0.22,94
"Norman Lear: Just Another Version of You",2016,7.2,0.86,91
"A Tale of Love and Darkness",2015,6,0.71,95
"Godzilla",1998,5.4,0.16,123
"Roxanne, Roxanne",2017,6.2,0.73,107
"Raising Cain",1992,6.1,0.57,92
"Results",2015,5.4,0.84,105
"Hop",2011,5.4,0.25,95
"Toro",2016,5.9,0.8,105
"Reversing Roe",2018,7.3,0.86,99
"The Peacemaker",1997,5.9,0.39,124
"Jim Gaffigan: Obsessed",2014,7.6,1,60
"The Final Destination",2009,5.2,0.29,82
"For Colored Girls",2010,6.1,0.32,133
"The Heartbreak Kid",2007,5.8,0.29,116
"The Art of the Steal",2013,6.3,0.44,90
"Holiday in the Wild",2019,6.1,0.43,85
"A-X-L",2018,5.3,0.27,98
"Orbiter 9",2017,5.9,0.67,95
"For Love or Money",1993,6.2,0.37,96
"The Package",2018,5.5,0.5,94
"Satan & Adam",2018,7.3,0.88,80
"Detective Dee: The Four Heavenly Kings",2018,6.4,0.6,132
"Tau",2018,5.8,0.29,97
"The Tiger Hunter",2017,5.7,0.78,94
"The Body Remembers When the World Broke Open",2019,6.7,0.97,105
"Jenny Slate: Stage Fright",2019,5.8,1,66
"Tusk",2014,5.3,0.45,102
"Gemini",2018,5.4,0.71,116
"Little Evil",2017,5.7,0.83,94
"The Student",2016,6.9,0.87,90
"My Entire High School Sinking Into the Sea",2016,6,0.85,75
"Pokémon the Movie: I Choose You!",2017,6.3,0.33,98
"Frankenstein's Monster's Monster, Frankenstein",2019,6.1,0.8,32
"Mine",2016,5.9,0.17,106
"Tremors 3: Back to Perfection",2001,5.3,0.67,104
"God's Not Dead",2014,4.7,0.13,113
"Don't Go Breaking My Heart",2011,6.5,0.83,115
"Zero",2018,5.5,0.31,164
"24 Hours to Live",2017,5.7,0.52,93
"Dream Boat",2017,5.4,0.86,92
"A Family Man",2017,6.5,0.13,108
"The Outsider",2018,6.3,0.15,60
"Into the Inferno",2016,7.2,0.9,104
"The Nutcracker and the Four Realms",2018,5.5,0.33,99
"Frank & Lola",2016,5.9,0.69,88
"The Super",2018,5.9,0.4,90
"Adventures in Public School",2018,5.8,0.71,86
"A Very Murray Christmas",2015,5.5,0.71,56
"The Trust",2016,5.4,0.63,91
"Dean",2016,6.2,0.62,94
"Ek Ladki Ko Dekha Toh Aisa Laga",2019,5.5,0.75,120
"In Darkness",2018,5.8,0.47,100
"Rowdy Rathore",2012,5.7,0.55,140
"Girl on the Third Floor",2019,4.6,0.81,93
"Mindhorn",2016,6.3,0.91,89
"WHAT DID JACK DO?",2017,6.5,0.92,17
"Panipat",2019,5.5,0.5,165
"13 Cameras",2015,5.1,0.77,87
"SampleThis",2013,6.4,0.93,85
"Come and Find Me",2016,5.7,0.62,112
"Cirque du Freak: The Vampire's Assistant",2009,5.8,0.38,109
"An Interview with God",2018,5.7,0.6,97
"The Rachel Divide",2018,6.2,0.71,100
"6 Years",2015,5.6,0.69,79
"Semana Santa",2015,6.1,1,85
"Hostages",2017,6.1,1,42
"The Captive",2014,5.9,0.3,112
"Irreplaceable You",2018,6.4,0.32,96
"Barbecue",2017,6.4,0.86,98
"Dark Places",2015,6.2,0.23,113
"Head Count",2018,5.3,0.65,90
"Await Further Instructions",2018,4.8,0.8,91
"Belgica",2016,6.7,0.57,127
"The Bad Batch",2017,5.3,0.47,118
"Drillbit Taylor",2008,5.7,0.26,110
"Jeremiah Tower: The Last Magnificent",2016,6.4,0.84,103
"Closed Circuit",2013,6.2,0.43,96
"At First Light",2018,5.5,0.54,90
"I'll See You in My Dreams",2015,6.7,0.8,92
"Superlópez",2018,5.3,0.6,108
"The Skin of the Wolf",2018,5.7,0.6,110
"It Takes Two",1995,5.9,0.08,101
"Cop Out",2010,5.6,0.18,107
"See You Yesterday",2019,5.1,0.94,84
"The Ivory Game",2016,7.9,0.84,112
"Unicorn Store",2017,5.5,0.55,92
"Acts of Vengeance",2017,5.7,0.55,87
"Stink!",2015,7.1,0.89,91
"The Green Inferno",2014,5.3,0.38,100
"The Lodgers",2017,5.1,0.55,92
"Billu",2009,6.2,0.6,137
"Standoff",2016,6.1,0.56,80
"Life 2.0",2010,6.2,0.89,100
"The Awakening of Motti Wolkenbruch",2018,6.6,0.63,94
"Shot! The Psycho-Spiritual Mantra of Rock",2016,6.7,0.94,98
"The Incredible Jessica James",2017,6.5,0.86,85
"The Do-Over",2016,5.7,0.09,108
"The Vatican Tapes",2015,4.9,0.2,91
"Who Would You Take to a Deserted Island?",2019,5.3,0.83,93
"The Invisible Guardian",2017,6.3,0.2,129
"St. Agatha",2019,5.2,0.64,103
"Close",2019,5.7,0.37,94
"American Hangman",2019,5.9,0.44,99
"Aziz Ansari: Right Now",2019,7.8,0.88,65
"5 Flights Up",2014,6.2,0.46,88
"iBoy",2017,6,0.6,90
"Goon: Last of the Enforcers",2017,5.8,0.43,101
"Life After Beth",2014,5.6,0.44,89
"Take Me",2017,6.1,0.67,83
"And Breathe Normally",2018,6.8,0.92,95
"The Tribes of Palos Verdes",2017,5.8,0.64,104
"Pete Davidson: Alive from New York",2020,5.9,0.4,49
"I Am Michael",2015,5.6,0.64,98
"House at the End of the Street",2012,5.6,0.14,101
"The New Romantic",2018,5.7,0.62,82
"All the Boys Love Mandy Lane",2008,5.5,0.43,90
"Mute",2018,5.4,0.2,126
"Seal Team Six: The Raid on Osama Bin Laden",2012,5.7,0.5,90
"The Warriors Gate",2016,5.4,0.5,108
"Blind Detective",2013,6.5,0.55,130
"Dream House",2011,6,0.06,84
"Luka Chuppi",2019,6.3,0.33,126
"Duck Butter",2018,5.3,0.57,93
"Arjun: The Warrior Prince",2012,6.8,0.57,96
"Skiptrace",2016,5.7,0.38,107
"Miss Virginia",2019,6.6,0.6,102
"Wanda Sykes: Not Normal",2019,7.1,1,60
"Otherhood",2019,6,0.29,100
"Fireworks, Should We See It from the Side or the Bottom?",2017,5.5,0.43,90
"Leslie Jones: Time Machine",2020,5.1,1,66
"Rangoon",2017,5.7,0.55,170
"American Son",2019,5.6,0.47,90
"The Motive",2017,6.5,0.63,112
"High Flying Bird",2019,6.2,0.96,90
"Come Sunday",2018,5.9,0.63,106
"Country Strong",2010,6.3,0.22,117
"Ri¢hie Ri¢h",1994,5.4,0.24,95
"Apostle",2018,6.3,0.71,130
"Message from the King",2017,6.4,0.43,102
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,6.1,0.2,96
"Revenger",2018,5.7,0.4,95
"Bhoot",2003,6.5,0.67,113
"American Circumcision",2017,7.3,0.6,101
"Raajneeti",2010,7.1,0.13,163
"Shepherds and Butchers",2017,6.8,0.56,106
"Carrie",2002,5.5,0.2,98
"For Greater Glory: The True Story of Cristiada",2012,6.6,0.21,145
"Happy New Year",2014,5,0.47,118
"Between Worlds",2018,4.4,0.29,90
"Savage Dog",2017,4.9,0.75,94
"Close Enemies",2018,6.3,0.58,111
"Tony Robbins: I Am Not Your Guru",2016,6.7,0.45,115
"Umrika",2015,6.6,0.75,98
"Yours, Mine & Ours",2005,5.5,0.06,88
"The Hurricane Heist",2018,5.1,0.46,103
"Wine Country",2019,5.4,0.68,103
"Submission",2018,5.6,0.49,24
"Barely Lethal",2015,5.4,0.26,96
"Rodney King",2017,5.5,1,52
"Buffalo Boys",2018,5.8,0.79,102
"Flock of Four",2017,6,0.6,80
"Marc Maron: End Times Fun",2020,6.8,0.8,71
"Immoral Tales",1973,5.6,0.43,103
"4 latas",2019,5.9,0.57,105
"3 Generations",2016,5.9,0.32,92
"Jezebel",2020,6.4,0.89,104
"A Christmas Prince: The Royal Wedding",2018,5.2,0.7,92
"XX",2017,4.5,0.7,80
"Chopsticks",2019,6.5,0.2,100
"Bullet Head",2017,5.4,0.59,93
"Moonwalkers",2015,6.1,0.42,107
"Imagine That",2009,5.6,0.41,107
"Bébé's Kids",1992,5.8,0.3,70
"Patrick",2018,5.8,0.36,94
"Holidays",2016,5.1,0.52,105
"Alt-Right: Age of Rage",2018,5.7,0.87,104
"Sleepover",2004,5.3,0.15,89
"Mascots",2016,5.7,0.49,89
"Time to Hunt",2020,6.2,0.83,134
"Coffee & Kareem",2020,5.1,0.22,88
"Aarakshan",2011,6.2,0.57,164
"The Outcasts",2017,5.5,0.5,95
"Black Snow",2017,6.2,0.57,90
"Tad the Lost Explorer and the Secret of King Midas",2017,6.2,0.29,85
"Major League II",1994,5.6,0.05,105
"La tribu",2018,5.8,0.71,30
"Force 2",2016,6.2,0.55,127
"Bad Rap",2016,6.3,0.7,82
"Tarzan II",2005,5.6,0.33,72
"He's Out There",2018,5.2,0.43,89
"Rugrats Go Wild",2003,5.6,0.39,80
"Yucatán",2018,5.4,0.6,129
"Trespass Against Us",2016,5.8,0.57,99
"The Last Summer",2019,5.6,0.17,109
"Sinister 2",2015,5.3,0.16,97
"Bobbi Jene",2017,6.2,0.59,95
"Ajji",2017,7,0.56,104
"Bennett's War",2019,5.5,0.5,94
"Our Lovers",2016,6.7,0.2,88
"A Haunted House",2013,5,0.09,86
"Attacking the Devil: Harold Evans and the Last Nazi War Crime",2014,8.1,1,102
"Every Time I Die",2019,5,1,98
"Little Boxes",2017,5.9,0.67,84
"Anthony Jeselnik: Fire in the Maternity Ward",2019,7,0.8,64
"The Goods: Live Hard, Sell Hard",2009,5.8,0.27,89
"Sandy Wexler",2017,5.1,0.27,130
"Kickboxer: Vengeance",2016,4.9,0.41,90
"Christmas Inheritance",2017,5.7,0.43,104
"Sex and the City 2",2010,4.5,0.16,146
"Badland",2019,5.7,0.5,117
"A Land Imagined",2019,6.3,0.67,95
"The Most Assassinated Woman in the World",2018,5.3,0.86,102
"Bushwick",2017,5.2,0.47,94
"Dilwale",2015,5.2,0.21,158
"The Death and Life of Marsha P. Johnson",2017,7.2,0.95,105
"Asperger's Are Us",2016,6.7,1,82
"Hard Tide",2016,4.7,1,90
"Ibiza",2018,5.2,0.75,94
"Jailbreak",2017,5.4,0.7,92
"Game Over, Man!",2018,5.4,0.09,101
"The Same Blood",2019,6,1,113
"Love Wedding Repeat",2020,5.5,0.21,100
"Apollo 18",2011,5.2,0.23,86
"Strange Weather",2016,5.9,0.58,92
"Rolling Papers",2015,6.2,0.58,79
"Chernobyl Diaries",2012,5,0.19,86
"The Sea of Trees",2016,6.1,0.15,110
"Room for Rent",2017,5.4,0.88,81
"The Cat in the Hat",2003,3.9,0.09,82
"All Good",2018,6.4,1,90
"Cut Bank",2014,6,0.37,93
"Casa De Mi Padre",2012,5.5,0.41,84
"Baaghi",2016,5.2,0.3,133
"Love Aaj Kal",2020,5.2,0.17,142
"Demonic",2015,5.3,0.33,83
"The Longshots",2008,5.4,0.41,94
"Friend Request",2016,5.3,0.16,92
"When Two Worlds Collide",2016,7.7,0.91,103
"The Duel",2016,5.8,0.26,110
"Silent Hill: Revelation 3D",2012,5,0.1,95
"Hangman",2017,5.2,0.05,98
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",2017,7.2,1,60
"Haraamkhor",2015,6.4,0.63,90
"Lila & Eve",2015,5.8,0.4,94
"Ordinary World",2016,5.5,0.47,86
"Polar",2019,6.3,0.16,118
"Ek Main Aur Ekk Tu",2012,5.8,0.63,110
"The Warning",2018,5.9,0.56,92
"Iron Sky The Coming Race",2019,5,0.29,90
"Shimmer Lake",2017,6.2,0.5,83
"Mohenjo Daro",2016,5.7,0.38,155
"Soul Plane",2004,4.5,0.18,86
"American Anarchist",2016,5.8,0.67,80
"She Hate Me",2004,5.3,0.19,138
"Baazaar",2018,6.7,0.4,137
"The Week Of",2018,5.1,0.27,116
"Lady Bloodfight",2016,5.6,0.4,100
"Look & See: A Portrait of Wendell Berry",2017,7,0.5,82
"Earthquake Bird",2019,5.9,0.57,107
"Mohawk",2018,4.5,0.84,91
"Bokeh",2017,5,0.45,92
"W.E.",2011,6.3,0.12,119
"Across the Line",2016,5.1,0.83,87
"Casting JonBenet",2017,6.1,0.82,80
"By the Sea",2015,5.3,0.34,122
"Illang: The Wolf Brigade",2018,6,0.29,139
"IO",2019,4.7,0.57,96
"Hope Springs Eternal",2018,4.7,0.88,78
"Take Your Pills",2018,6.4,0.5,87
"Where the Money Is",2000,6.2,0.47,89
"Mubarakan",2017,5.6,0.43,156
"Vincent N Roxxy",2016,5.5,0.41,102
"Tall Girl",2019,5.2,0.44,101
"USS Indianapolis: Men of Courage",2016,5.2,0.17,128
"Delhi-6",2009,6.1,0.4,141
"Tremors: A Cold Day in Hell",2018,5,0.4,98
